edible-poisonous,cap-shape,cap-surface,cap-color,bruises,odor,colony
edible,convex,fibrous,brown,bruises,none,1
edible,convex,smooth,brown,no,none,837
edible,bell,scaly,white,bruises,anise,9
edible,convex,scaly,red,bruises,none,1
edible,flat,smooth,brown,no,none,7
edible,convex,fibrous,red,bruises,none,1
edible,flat,scaly,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,2
edible,convex,smooth,grey,no,none,592
edible,convex,smooth,brown,no,none,6
edible,convex,smooth,grey,no,none,930
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,brown,no,none,9
edible,flat,smooth,brown,no,none,9
edible,convex,fibrous,white,no,none,9
edible,convex,scaly,yellow,bruises,almond,9
edible,convex,fibrous,red,bruises,none,1
edible,convex,fibrous,brown,no,none,7
edible,convex,scaly,brown,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,white,no,none,784
edible,convex,scaly,white,bruises,almond,8
edible,convex,smooth,brown,no,none,6
edible,flat,smooth,white,no,none,845
edible,flat,fibrous,brown,bruises,none,2
edible,flat,fibrous,white,no,none,8
edible,convex,fibrous,grey,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,fibrous,white,no,none,882
edible,convex,smooth,white,bruises,almond,53
edible,flat,smooth,grey,no,none,6
poisonous,flat,scaly,brown,bruises,pungent,1
edible,flat,fibrous,grey,no,none,6
edible,convex,fibrous,brown,bruises,none,2
edible,convex,fibrous,white,no,none,8
edible,convex,scaly,brown,bruises,none,2
edible,convex,scaly,red,bruises,none,1
poisonous,flat,smooth,brown,bruises,pungent,1
edible,flat,smooth,grey,no,none,904
edible,convex,fibrous,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
poisonous,convex,smooth,white,bruises,pungent,1
edible,convex,smooth,yellow,bruises,anise,52
edible,convex,fibrous,brown,bruises,none,2
edible,flat,scaly,brown,bruises,none,1
edible,convex,smooth,grey,no,none,6
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,grey,no,none,7
edible,flat,smooth,white,no,none,8
edible,convex,fibrous,brown,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,flat,fibrous,grey,no,none,6
edible,flat,fibrous,grey,no,none,6
edible,flat,fibrous,brown,no,none,9
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
poisonous,flat,scaly,brown,bruises,pungent,8
edible,convex,scaly,grey,bruises,none,2
edible,convex,smooth,white,no,none,766
edible,bell,smooth,white,bruises,almond,6
edible,convex,smooth,white,no,none,9
edible,flat,fibrous,brown,no,none,7
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,no,none,6
poisonous,convex,smooth,white,bruises,pungent,8
edible,convex,smooth,brown,no,none,989
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,brown,bruises,none,2
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,2
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
poisonous,convex,smooth,white,bruises,pungent,1
edible,convex,fibrous,red,bruises,none,2
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,scaly,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,fibrous,brown,bruises,none,2
edible,flat,scaly,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,convex,fibrous,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
poisonous,convex,fibrous,grey,no,foul,1
poisonous,flat,smooth,white,bruises,pungent,8
edible,convex,fibrous,red,bruises,none,1
edible,convex,fibrous,white,no,none,9
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,brown,bruises,none,2
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,convex,scaly,red,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,flat,scaly,brown,bruises,none,1
edible,flat,scaly,brown,bruises,none,2
edible,convex,scaly,brown,bruises,none,2
poisonous,flat,smooth,brown,bruises,pungent,2
edible,flat,fibrous,red,bruises,none,1
poisonous,convex,smooth,white,bruises,pungent,6
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,2
edible,flat,fibrous,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,convex,scaly,grey,bruises,none,2
edible,convex,fibrous,grey,bruises,none,2
edible,flat,fibrous,grey,bruises,none,2
edible,convex,scaly,grey,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
poisonous,convex,fibrous,grey,no,foul,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,flat,scaly,brown,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,brown,bruises,none,2
edible,convex,fibrous,grey,bruises,none,1
edible,convex,smooth,grey,no,none,6
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,convex,smooth,white,no,none,798
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,convex,scaly,red,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,flat,scaly,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
poisonous,convex,smooth,pink,no,creosote,8
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,grey,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,scaly,brown,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,convex,fibrous,red,bruises,none,1
edible,convex,fibrous,white,no,none,8
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,flat,scaly,red,bruises,none,2
edible,flat,scaly,grey,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,grey,no,none,6
poisonous,convex,fibrous,grey,no,foul,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
poisonous,flat,smooth,white,bruises,pungent,1
edible,flat,scaly,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,2
edible,convex,fibrous,grey,no,none,549
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,red,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,flat,fibrous,grey,no,none,6
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,brown,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,flat,scaly,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,smooth,grey,no,none,786
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,smooth,white,no,none,855
edible,convex,scaly,brown,bruises,none,2
edible,convex,fibrous,grey,bruises,none,2
edible,flat,fibrous,grey,bruises,none,2
edible,flat,fibrous,brown,no,none,6
edible,flat,fibrous,grey,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,grey,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
poisonous,convex,smooth,pink,no,creosote,2
edible,flat,scaly,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
poisonous,flat,smooth,brown,bruises,pungent,6
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,convex,fibrous,grey,bruises,none,1
edible,flat,smooth,white,no,none,8
edible,convex,scaly,grey,bruises,none,2
edible,convex,fibrous,brown,no,none,8
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,convex,scaly,brown,bruises,none,2
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,2
edible,convex,scaly,grey,bruises,none,1
edible,flat,scaly,grey,bruises,none,2
edible,convex,fibrous,red,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,brown,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,scaly,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,flat,scaly,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,flat,scaly,grey,bruises,none,2
edible,convex,fibrous,brown,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,convex,fibrous,grey,bruises,none,2
edible,flat,fibrous,red,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,grey,bruises,none,2
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,flat,fibrous,brown,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,white,no,none,7
edible,flat,scaly,grey,bruises,none,1
edible,flat,smooth,grey,no,none,9
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
poisonous,flat,scaly,white,bruises,pungent,8
edible,convex,scaly,grey,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,flat,fibrous,grey,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,smooth,white,no,none,506
edible,convex,scaly,brown,bruises,none,2
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
poisonous,flat,smooth,white,bruises,pungent,1
edible,convex,fibrous,grey,bruises,none,1
edible,flat,smooth,white,no,none,7
edible,convex,smooth,grey,no,none,8
edible,convex,fibrous,grey,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,red,bruises,none,2
edible,convex,scaly,grey,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,brown,bruises,none,2
poisonous,convex,fibrous,grey,no,foul,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,brown,no,none,704
poisonous,convex,smooth,white,bruises,pungent,2
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,2
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
poisonous,convex,smooth,white,bruises,pungent,1
edible,flat,fibrous,grey,bruises,none,2
edible,convex,fibrous,grey,bruises,none,2
edible,flat,scaly,red,bruises,none,1
edible,flat,scaly,grey,bruises,none,2
edible,convex,scaly,brown,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,scaly,brown,bruises,none,2
edible,convex,fibrous,grey,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
poisonous,convex,smooth,pink,no,creosote,2
edible,convex,fibrous,red,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,red,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,convex,fibrous,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,red,bruises,none,1
edible,flat,scaly,brown,bruises,none,1
edible,flat,scaly,red,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
poisonous,convex,fibrous,grey,no,foul,1
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,flat,fibrous,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,fibrous,grey,no,none,890
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,grey,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,red,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,grey,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,flat,fibrous,brown,bruises,none,2
edible,convex,scaly,red,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,fibrous,grey,bruises,none,1
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,2
edible,convex,scaly,grey,bruises,none,1
edible,convex,scaly,red,bruises,none,2
edible,convex,scaly,brown,bruises,none,1
edible,convex,scaly,grey,bruises,none,1
poisonous,flat,scaly,brown,bruises,pungent,8
edible,convex,smooth,grey,no,none,7
edible,convex,fibrous,grey,bruises,none,1
